Gene,N61311_Dex,N052611_Dex,N080611_Dex,N061011_Dex,N61311_untreated,N052611_untreated,N080611_untreated,N061011_untreated
MYLK3,6,16,11,2,12,14,20,8
C16orf87,77,158,188,123,97,94,157,136
GPT2,223,350,428,408,358,376,481,580
SNORD148,0,0,0,0,0,0,0,0
DNAJA2,1148,2389,1808,2092,1245,1348,1638,1860
NETO2,89,80,15,158,116,48,8,141
ITFG1-AS1,138,241,218,230,142,180,195,181
ITFG1,1653,4018,2510,3363,1736,2214,2233,2435
LOC101927080,1,0,1,3,2,1,0,1
PHKB,1063,2521,1972,2280,1561,1861,2001,2168
LOC105371236,0,0,0,0,0,0,0,0
LINC02192,0,0,1,0,1,0,0,0
LINC02133,0,1,0,0,2,1,1,0
LOC105371237,0,0,0,0,0,0,0,0
LINC02134,0,0,0,0,0,0,0,0
ABCC12,0,0,0,5,0,1,0,0
ABCC11,54,52,81,105,60,57,75,65
LONP2,1815,3260,2982,3368,2219,2514,2805,3104
SIAH1,382,788,570,666,448,560,594,702
LOC112268166,97,168,111,166,100,92,124,142
N4BP1,635,1232,1050,1228,783,793,1007,1067
LOC105371240,24,24,15,21,34,29,34,40
LOC105371241,0,0,0,0,0,0,0,0
LOC102724847,0,0,0,0,0,0,0,0
CBLN1,2,0,0,0,0,0,0,0
LOC102724859,0,0,0,0,0,0,0,0
LOC105371243,0,0,0,0,0,0,0,0
C16orf78,0,0,0,0,0,0,0,0
LOC105371244,0,0,0,0,0,0,0,0
LOC105371245,0,0,0,0,0,0,0,0
LINC02179,0,0,0,0,0,0,0,0
ZNF423,25,27,37,25,50,42,86,87
ADAM3B,0,0,0,0,0,0,0,0
CNEP1R1,314,642,493,553,354,384,402,450
HEATR3,301,396,324,267,251,201,197,282
TENT4B,297,601,451,661,332,328,439,461
ADCY7,238,412,270,517,253,343,228,429
MIR6771,0,0,0,0,0,0,0,0
BRD7,805,1712,1430,1588,884,1188,1454,1409
LINC02178,0,0,0,0,0,0,0,0
NKD1,245,1088,367,1025,110,109,74,112
SNX20,0,1,0,0,0,0,0,0
LOC101927272,0,0,0,0,0,0,0,0
NOD2,1,7,0,5,1,0,2,0
CYLD-AS1,15,38,30,23,17,30,18,24
CYLD,876,1884,1286,1876,1187,1444,1551,1735
MIR3181,1,0,0,0,0,1,1,0
LOC105371251,1,1,1,1,0,1,2,1
LINC02168,0,0,0,0,0,1,0,0
LOC112267895,0,0,0,0,0,0,0,0
LINC02128,0,0,0,0,0,0,0,1
LINC02127,0,0,0,0,0,0,0,0
LOC107984903,0,0,0,0,0,0,0,0
LOC107984887,0,0,0,0,0,0,0,0
LOC105371253,0,0,0,1,0,0,0,0
SALL1,23,9,130,63,23,3,118,24
LOC107984886,0,1,0,1,0,0,0,0
LOC105371256,0,0,2,0,0,0,1,0
LOC102723323,0,1,0,0,0,0,0,0
LOC107984892,0,0,0,0,0,0,0,0
LOC105371257,0,0,0,0,0,0,0,0
LINC01571,0,0,0,0,0,0,0,0
LOC105371259,0,0,0,0,0,0,0,0
LINC02911,0,0,0,0,0,0,0,0
LINC00919,0,0,0,0,0,0,0,0
LINC02180,0,0,0,0,0,0,0,0
LOC105371261,0,0,0,0,0,0,0,0
CASC22,0,0,0,0,0,0,0,0
LOC107983961,0,0,0,0,0,0,0,0
LOC107984901,0,0,0,0,0,0,0,0
LOC105371262,0,0,0,0,0,0,0,0
TOX3,0,0,0,0,0,0,1,0
CASC16,0,3,1,1,1,0,0,2
LOC105371265,0,0,0,0,0,1,0,0
LINC03064,0,0,0,0,0,0,0,0
CHD9NB,40,76,50,67,54,77,64,74
CHD9,1657,2504,3052,2894,1468,1549,2490,2034
MPHOSPH10P1,0,3,1,2,1,0,0,3
LOC102723373,0,0,0,0,0,0,0,0
RBL2,2465,4656,3228,5157,2333,2423,2620,3272
AKTIP,471,970,634,943,506,569,600,762
LOC105371268,0,0,0,0,0,0,0,0
LOC105371269,0,0,0,0,0,0,0,0
RPGRIP1L,218,401,472,353,278,318,426,376
FTO,897,1988,1948,1870,1115,1480,1896,1894
FTO-IT1,1,1,0,2,0,3,2,3
LOC105371271,0,5,5,0,3,3,3,3
LINC02169,0,0,0,0,0,0,0,0
IRX3,2,3,0,1,6,3,7,1
LINC02140,0,0,0,0,0,0,0,0
LOC105371272,0,0,0,0,0,0,0,0
LINC02183,0,0,0,0,0,0,0,0
LOC105371274,0,0,0,0,1,0,1,0
LOC101927480,0,0,0,0,0,0,0,0
LOC105371275,0,0,0,0,0,0,0,0
LOC105371276,0,0,0,0,0,0,0,0
CRNDE,12,8,3,11,12,6,14,10
IRX5,0,1,1,1,0,0,0,1
LOC105371277,0,0,0,0,0,0,0,0
LOC105371278,0,0,0,0,0,0,0,0
IRX6,0,4,3,1,1,2,0,0
LOC105371279,0,0,0,0,0,0,0,0
MMP2-AS1,0,0,0,0,0,0,0,0
MMP2,100342,187111,197163,200378,136893,148980,214384,202926
LPCAT2,541,1198,1220,1310,735,922,1302,1374
CAPNS2,0,0,3,0,0,1,3,0
SLC6A2,1,0,0,0,0,1,0,0
LOC105371280,0,0,0,0,0,0,0,0
CES1P2,71,108,83,56,81,90,64,56
CES1P1,94,229,102,86,103,84,107,115
CES1,3792,4388,3254,2197,4373,3467,3172,2285
CES5A,0,0,0,0,0,0,0,0
LOC107984815,0,0,0,0,0,0,0,0
LOC105371281,0,0,0,0,0,0,0,0
GNAO1-DT,0,0,0,0,0,0,0,0
LOC102725116,0,0,0,0,0,0,0,0
GNAO1,4,1,1,1,3,4,4,2
GNAO1-AS1,0,0,0,0,0,0,0,0
MIR3935,0,0,0,0,0,0,0,0
AMFR,1845,4923,3548,4091,2025,2837,3244,3262
NUDT21,1651,2985,2743,2891,2019,1913,2363,2693
OGFOD1,596,1228,1049,870,575,735,883,853
BBS2,777,1785,1149,1611,1236,1375,1328,1567
LOC105371283,0,0,0,0,0,0,0,0
MT4,0,0,0,0,0,0,0,0
MT3,1,2,3,1,1,2,1,1
MT2A,5948,9408,8542,8401,1636,1365,1462,1874
MT1L,105,154,150,109,62,69,68,69
MT1E,983,1573,1055,1359,269,304,200,215
MT1M,109,135,61,137,16,29,11,11
MT1JP,19,45,21,39,6,5,3,5
MT1A,11,5,5,2,4,2,3,5
MT1DP,1,1,0,1,0,0,0,0
MT1B,0,0,0,0,0,0,0,0
MT1F,5,8,7,13,2,4,0,2
LOC101927536,0,0,0,1,0,0,0,0
MT1G,102,57,14,65,1,22,8,5
MT1H,5,1,1,0,0,1,0,0
MT1IP,0,1,0,0,0,0,0,0
MT1X,345,533,540,650,33,45,44,63
NUP93-DT,1,2,3,1,2,2,2,2
LOC105371287,0,0,1,0,0,0,0,0
NUP93,603,1133,842,1195,518,639,724,757
MIR138-2,0,0,0,0,0,0,0,0
SLC12A3,0,1,0,0,0,0,1,0
MIR6863,0,0,0,0,0,0,0,0
HERPUD1,2364,5238,3947,4808,1691,2118,2280,2307
CETP,6,10,6,6,10,7,14,11
NLRC5,364,716,605,679,377,463,467,569
CPNE2,388,562,561,829,377,413,442,746
LOC105371289,0,0,0,0,3,0,0,0
PSME3IP1,926,1908,1426,1624,1079,1328,1288,1313
RSPRY1,766,1214,1008,1208,929,1042,1334,1205
ARL2BP,1308,2730,1938,2401,1456,1880,1666,2366
PLLP,1,2,0,0,0,4,0,0
TRL-CAG2-1,0,0,0,0,0,0,0,0
TRL-CAG2-2,0,0,0,0,0,0,0,0
CCL22,0,0,1,0,0,0,0,0
CX3CL1,6,8,14,40,5,2,4,20
CCL17,0,0,0,0,0,0,0,0
CIAPIN1,412,873,684,701,406,550,577,560
COQ9,467,721,688,708,491,599,773,663
POLR2C,903,1604,1507,1476,922,960,1102,1241
DOK4,357,828,586,1017,405,574,454,757
CCDC102A,257,384,314,451,279,362,320,487
ADGRG5,0,0,1,1,0,1,0,0
LOC105371291,0,0,0,0,0,0,0,0
LOC107984889,0,1,0,0,0,0,0,0
ADGRG1,15,70,85,62,34,58,122,66
ADGRG3,5,10,14,7,3,7,15,10
DRC7,0,0,0,0,0,0,0,2
LOC107984852,4,3,8,8,8,4,4,11
KATNB1,337,479,429,583,405,405,372,510
KIFC3,676,837,1620,1037,696,618,760,980
MIR6772,1,1,2,1,1,1,2,3
LOC388282,0,0,0,0,0,0,1,0
CNGB1,0,0,0,0,0,0,0,0
TEPP,0,2,0,0,1,0,0,0
ZNF319,233,415,344,491,272,270,344,402
USB1,567,1248,1035,998,562,612,688,776
MMP15,247,452,199,425,146,97,92,147
CFAP20,302,447,435,485,387,357,465,436
LOC101927556,463,1023,791,826,627,698,866,872
CSNK2A2,555,1089,863,1294,761,766,984,1056
CCDC113,135,192,150,201,187,145,180,237
LOC105371293,0,0,0,0,0,0,0,0
PRSS54,16,19,20,22,23,20,21,27
GINS3,43,65,40,59,45,42,48,57
LINC02137,1,1,1,0,0,0,0,0
NDRG4,89,226,315,237,132,214,375,276
SETD6,333,723,470,592,368,405,417,536
CNOT1,2901,6007,5423,6461,3762,4252,4872,5753
SNORA46,0,0,0,0,0,2,2,0
SNORA50A,4,0,3,2,1,2,1,0
SLC38A7,593,1057,1020,1106,636,685,1033,1128
GOT2,788,1328,1277,1094,982,890,1249,955
LOC107984867,0,0,0,1,1,0,0,1
LOC105371296,0,0,0,0,0,0,0,0
LOC107984824,0,0,0,0,0,0,0,0
LOC105371298,0,0,0,0,0,0,0,0
APOOP5,0,4,0,2,1,0,1,2
LINC02141,0,0,0,0,0,0,0,0
LOC105371300,1,0,0,0,0,1,0,1
LOC105371299,0,0,0,0,0,0,0,0
NPAP1L,0,1,0,0,0,0,0,0
LOC101927605,0,0,0,0,0,0,0,0
LOC107984812,0,0,0,0,0,0,0,0
LOC105371301,0,0,0,0,0,0,0,0
LOC105371302,0,0,0,0,0,0,0,0
CDH8,0,0,4,0,0,1,1,1
LOC105371306,0,0,0,0,0,0,0,0
LOC102723560,0,0,0,0,0,0,0,0
LOC105371307,0,0,0,0,0,0,0,0
LOC105371308,0,0,0,0,0,0,0,0
LINC02165,0,0,0,0,0,0,0,0
LOC105371309,0,0,0,0,0,0,0,0
LOC105371310,1,0,1,0,1,1,0,0
LOC105371311,0,0,0,0,0,0,0,0
LOC107984894,1,0,0,0,0,0,0,0
LOC107984822,0,0,0,0,0,0,0,0
LOC105371313,0,0,0,0,0,0,0,0
CDH11,6207,16862,11582,17621,10533,12730,9085,16768
LOC105371314,4,42,11,29,15,45,9,64
LINC02126,1,0,0,2,4,2,0,7
LINC00922,2,5,1,4,3,6,3,8
LOC107984823,0,0,0,0,0,0,0,0
LOC105371316,0,1,1,1,0,0,0,1
LOC105371317,0,8,1,6,0,1,1,4
LOC105371318,0,0,0,0,0,0,0,0
CDH5,0,1,0,2,0,0,0,0
LINC00920,0,0,0,0,1,0,0,0
BEAN1,1,6,4,4,2,6,1,9
BEAN1-AS1,0,0,1,2,1,2,0,3
TK2,1255,2762,1627,2349,1254,1481,1543,1877
CKLF,84,149,163,127,91,121,147,134
CKLF-CMTM1,65,113,121,101,76,87,117,106
CMTM1,23,40,42,31,33,40,55,50
CMTM2,1,0,0,0,0,2,1,1
CMTM4,442,1126,1248,987,355,478,501,536
CMTM3,666,1300,672,1468,724,701,627,1102
LOC112268168,0,0,0,0,0,0,0,0
DYNC1LI2,3791,7249,6020,6738,4506,4627,5374,5794
DYNC1LI2-DT,7,8,3,12,4,3,11,6
TERB1,2,1,1,2,1,2,1,1
NAE1,727,1426,1073,1175,622,716,896,920
CA7,0,2,1,1,2,3,1,2
PDP2,413,835,516,832,310,376,401,343
LOC107984821,0,1,1,0,0,0,2,0
CDH16,0,1,0,0,0,0,0,0
RRAD,42,133,53,82,155,254,133,243
CIAO2B,645,1090,1128,1137,667,767,802,889
CES2,911,1765,1470,1695,1544,1958,1936,2200
LOC107984881,1,0,0,0,0,0,0,0
CES3,5,6,2,7,10,15,16,12
CES4A,62,236,62,247,61,107,35,118
CBFB,585,1287,830,1221,562,484,639,833
PHAF1,332,680,602,602,424,498,641,618
B3GNT9,560,975,1129,1007,894,1022,1343,1503
TRADD,329,457,410,483,382,350,340,432
FBXL8,129,154,116,189,133,114,91,186
HSF4,175,250,135,255,241,299,210,309
NOL3,254,443,404,385,270,373,370,446
MATCAP1,273,282,183,308,498,461,348,489
EXOC3L1,16,9,12,11,26,24,18,32
E2F4,1088,1536,1667,1537,926,931,1124,1199
ELMO3,13,19,31,15,23,20,17,12
MIR328,0,0,1,0,0,0,0,0
FBXL9P,42,56,62,53,34,57,37,88
TMEM208,284,517,487,468,275,274,348,340
FHOD1,264,327,538,475,525,462,816,768
SLC9A5,102,139,142,152,112,134,189,176
PLEKHG4,138,153,156,281,355,369,422,572
KCTD19,3,1,0,0,7,5,6,9
LRRC36,3,1,3,3,5,8,10,12
TPPP3,7,8,10,11,20,17,28,41
ZDHHC1,319,628,587,715,428,397,553,657
HSD11B2,19,4,2,6,36,33,16,47
ATP6V0D1,1238,2108,1793,2057,1645,1906,2180,2569
ATP6V0D1-DT,18,36,22,22,27,35,34,36
AGRP,0,1,1,0,1,0,2,1
LOC100505942,17,31,23,17,14,11,12,23
RIPOR1,1894,2943,2428,3205,1759,1747,2120,2570
CTCF-DT,1,1,5,4,1,0,4,0
CTCF,597,986,945,993,755,863,1051,1196
CARMIL2,2,8,7,9,3,3,4,5
ACD,219,326,259,373,259,244,278,344
PARD6A,23,38,26,47,39,22,27,60
ENKD1,249,412,377,469,239,336,331,397
C16orf86,92,115,57,131,68,89,80,83
GFOD2,223,433,375,406,320,292,365,444
RANBP10,421,857,771,933,517,690,704,770
TSNAXIP1,52,64,57,98,49,58,68,103
CENPT,786,1095,862,1137,801,883,829,1012
THAP11,455,702,602,778,492,493,556,648
NUTF2,1101,2132,1807,1755,1167,1461,1780,1593
EDC4,924,1584,1570,1780,1011,1148,1314,1410
NRN1L,1,2,1,9,1,5,3,3
PSKH1,1134,1914,1633,2109,1085,1127,1346,1368
CTRL,12,17,13,13,13,10,13,15
PSMB10,441,525,474,662,422,402,410,554
LCAT,217,290,261,356,188,224,210,293
SLC12A4,1825,2580,2638,3222,1956,2028,2062,2599
DPEP3,0,0,0,0,0,0,0,2
DPEP2,1,4,2,1,1,0,2,1
DPEP2NB,0,0,0,0,0,0,0,0
DDX28,88,177,154,221,117,103,132,167
DUS2,120,174,176,187,120,147,136,159
NFATC3,362,794,566,839,417,505,621,685
ESRP2,108,254,146,208,113,130,152,163
MIR6773,0,0,0,0,0,0,0,0
PLA2G15,730,2175,1287,2108,726,1070,993,1286
SLC7A6,1952,4180,2140,4120,896,1068,1199,1104
SLC7A6OS,1021,2321,1170,2051,594,680,763,743
PRMT7,634,1015,612,1190,562,626,585,795
SMPD3,31,56,18,44,24,39,22,38
LOC105371321,0,0,0,0,0,0,0,0
ZFP90,483,1394,874,1106,730,1147,1073,1194
CDH3,0,3,4,1,1,1,2,1
CDH1,0,1,3,0,1,0,1,0
TANGO6,203,393,322,314,236,244,233,321
HAS3,144,227,230,214,140,179,168,189
DERPC,758,1342,1177,1256,891,893,950,1123
CHTF8,758,1342,1177,1256,891,893,950,1123
UTP4,579,1083,911,931,580,612,831,858
SNTB2,2566,3569,3304,3874,2448,2386,2981,3482
VPS4A,1828,3360,2835,3292,1566,1766,2014,2343
PDF,156,281,243,302,202,193,225,301
COG8,395,574,588,659,452,524,534,666
NIP7,276,474,558,475,240,288,368,370
TMED6,9,10,21,9,5,7,15,15
TERF2,371,756,516,690,440,544,559,664
CYB5B,826,1665,1334,1215,1061,1301,1348,1338
LOC105371325,0,0,0,0,0,0,0,0
MIR1538,0,0,0,1,0,0,0,0
NFAT5,1732,3596,3689,3098,2020,2875,3768,3143
SNORD13H,0,0,1,0,0,0,0,0
NQO1,2215,3708,4242,2715,3693,4116,7013,4200
NOB1,596,944,906,1121,746,822,959,1027
WWP2,456,903,924,901,549,630,733,737
MIR140,0,0,0,0,0,0,0,0
CLEC18A,12,9,12,16,14,12,10,15
PDXDC2P-NPIPB14P,272,349,336,589,251,208,362,499
MIR1972-2,1,1,0,0,0,0,0,0
PDPR,1689,2226,1958,3251,2003,1427,1800,2957
LOC400541,30,33,58,64,43,32,42,58
CLEC18C,3,3,4,3,2,1,1,1
LOC105371328,6,2,2,4,3,6,5,5
SMG1P7,25,24,15,34,34,31,43,51
LOC107984138,28,59,51,87,40,43,50,74
EXOSC6,271,338,338,469,327,347,422,533
AARS1,2101,3984,3456,3628,3211,4003,4140,6603
DDX19B,408,908,735,880,462,535,709,701
DDX19A-DT,32,56,67,64,41,48,52,53
DDX19A,831,1625,1578,1485,919,1155,1423,1419
ST3GAL2,438,648,689,684,518,652,668,713
FCSK,219,358,344,384,243,223,262,307
COG4,1536,2582,1825,2349,1770,1828,1779,1948
SF3B3,2366,4498,3603,4055,3069,2924,3458,3631
SNORD111B,0,0,0,0,0,0,0,0
SNORD111,0,0,0,0,0,0,0,0
IL34,6,66,35,19,79,108,110,116
MTSS2,3108,6319,8363,6663,2388,2320,3517,4098
VAC14,903,1403,1418,1502,1120,1220,1482,1529
VAC14-AS1,34,30,42,43,37,40,50,44
TRG-GCC3-1,0,0,0,0,0,0,0,0
TRG-GCC2-4,0,0,0,0,0,0,0,0
TRG-GCC5-1,0,0,0,0,0,0,0,0
TRG-GCC2-5,0,0,0,0,0,0,0,0
HYDIN,53,110,86,74,55,85,97,87
CMTR2,475,855,692,707,552,569,635,791
LOC102723786,9,7,11,13,16,12,15,15
LOC102725168,0,0,0,0,0,0,0,0
CALB2,9,41,38,14,32,39,72,41
LOC105371332,0,0,0,0,0,0,0,0
LINC02136,0,0,0,0,0,0,0,0
TRM-CAT2-1,0,0,0,0,0,0,0,0
TLE7,0,0,0,0,0,0,0,0
ZNF23,315,753,612,738,361,503,544,617
ZNF19,41,87,60,82,71,97,87,80
LOC105371335,0,0,0,0,0,0,0,0
CHST4,0,0,0,0,0,0,0,1
TAT-AS1,0,0,0,0,0,0,0,0
TAT,0,0,0,0,0,0,0,0
LOC105371334,0,0,0,0,0,0,0,0
MARVELD3,6,3,4,7,2,4,4,7
PHLPP2,246,571,521,741,260,308,407,467
SNORA70D,0,0,0,0,0,0,0,0
AP1G1,1901,4202,3286,3441,2006,2303,2625,2743
SNORD71,0,0,0,0,0,0,0,0
ATXN1L,1246,2259,1719,2268,1249,1010,1215,1418
ZNF821,62,105,70,114,157,155,174,250
IST1,1856,3534,2702,3448,2095,2307,2592,3035
PKD1L3,5,21,18,20,11,11,11,15
DHODH,63,98,122,88,71,108,93,118
TXNL4B,158,312,194,299,177,191,186,223
HP,1,4,0,1,0,2,0,0
HPR,1,6,1,2,0,1,0,0
DHX38,1265,1999,2024,2036,1333,1301,1591,1725
PMFBP1,7,16,7,7,1,1,1,7
LOC105371341,0,1,0,2,0,0,0,0
LINC01572,13,27,21,13,8,12,11,19
LOC107984814,3,7,6,9,4,5,6,4
ZFHX3-AS1,4,5,6,3,5,5,6,8
ZFHX3,1117,2146,2101,2311,1288,1636,1664,2040
HCCAT5,1,0,0,0,0,0,0,0
LINC01568,0,0,0,0,0,0,1,0
TRK-TTT1-1,0,0,0,0,0,0,0,0
LOC102723876,0,0,0,0,0,0,0,0
LOC105371342,0,0,0,0,0,0,0,0
LOC107984856,0,0,0,0,0,0,0,0
PSMD7-DT,0,0,0,0,0,0,0,0
PSMD7,1199,2433,1836,2080,1057,1363,1537,1615
PDPR2P,124,162,182,284,181,124,171,238
NPIPB15,19,26,16,146,12,15,15,98
LOC105376772,4,1,2,2,1,5,4,3
CLEC18B,5,3,2,2,3,2,2,1
LOC107984827,0,1,0,0,0,1,1,0
GLG1,4762,10188,6928,10326,6211,7757,6915,9378
RFWD3,325,703,505,665,418,409,410,555
MLKL,57,134,97,122,57,62,85,102
FA2H,0,0,0,0,0,0,0,0
LOC105371343,0,0,0,0,0,0,0,0
WDR59,612,1078,790,1065,760,833,857,971
ZNRF1,543,1112,625,1231,684,690,693,902
LDHD,7,28,18,24,7,8,5,6
ZFP1,139,264,217,225,224,248,304,283
CTRB2,2,1,0,2,0,1,1,1
CTRB1,1,0,1,2,1,1,1,1
LOC100506281,1,3,6,1,0,1,0,3
BCAR1,1129,1502,2290,1771,1093,1168,1517,1500
LOC105371344,3,1,4,3,2,2,2,4
LOC105371345,0,2,2,1,1,0,3,1
CFDP1,769,1531,1372,1567,903,1104,1303,1469
TMEM170A,137,278,232,317,197,193,205,264
CHST6,0,4,2,3,3,3,3,5
CHST5,2,1,4,2,1,3,6,2
TMEM231,152,358,249,337,218,349,240,396
GABARAPL2,1337,2846,2023,2465,1287,1376,1482,1726
ADAT1,312,534,467,479,374,457,557,516
KARS1,1942,3132,3065,2604,1922,2295,2566,2330
TERF2IP,1010,2007,1674,1851,1228,1627,1888,1778
DUXB,0,1,1,0,0,2,2,1
CPHXL,0,0,0,0,0,2,0,0
LOC105371348,12,27,23,20,12,30,30,21
LOC105371347,0,0,0,0,0,0,0,0
LOC105371349,0,0,0,0,0,0,0,0
CNTNAP4,0,0,0,1,0,0,0,0
LINC02125,0,0,0,0,0,1,0,0
LOC105376774,1,0,0,0,0,0,0,0
MIR4719,0,0,0,0,0,0,0,0
MON1B,1066,1797,1762,2082,908,1142,1156,1230
SYCE1L,33,31,38,39,23,25,22,37
ADAMTS18,0,0,0,0,0,1,0,0
LOC105376775,0,0,0,0,0,0,0,0
LINC02131,0,0,0,0,0,0,0,0
NUDT7,39,142,95,154,93,78,66,139
LOC107984878,0,3,0,3,1,1,0,0
VAT1L,8,13,1,33,26,43,4,42
LOC105371351,0,0,0,0,0,0,0,0
CLEC3A,0,0,0,0,0,0,0,0
LOC107984897,0,0,0,0,0,0,0,0
WWOX,132,233,160,226,147,168,172,246
WWOX-AS1,0,0,0,0,0,0,0,1
LOC105371354,0,0,0,1,0,1,0,1
LOC112268165,0,0,0,0,0,0,0,0
LOC107984806,1,0,0,1,0,0,0,0
MAF,1411,1761,1091,2525,2275,2144,1833,3170
LOC101928230,33,85,47,74,44,73,68,96
LOC105371356,1,4,20,9,0,4,4,2
MAFTRR,3,4,1,7,2,5,3,1
LINC01229,2,12,4,11,2,10,3,6
LOC105371357,0,0,0,1,0,0,2,0
LOC105371358,0,0,0,0,0,0,0,0
DYNLRB2-AS1,0,1,4,2,1,3,0,0
DYNLRB2,15,10,5,12,5,9,4,23
LOC105371360,0,0,0,0,0,0,0,0
LINC01227,0,0,0,0,0,0,0,0
CDYL2,167,369,116,226,133,142,86,96
ARLNC1,1,1,1,3,1,4,9,1
CMC2,147,250,203,208,153,129,194,215
CENPN,176,290,208,231,169,170,186,212
CENPN-AS1,9,12,11,17,9,10,17,10
ATMIN,1299,2702,2020,2442,1603,2158,2316,2509
C16orf46,19,26,30,23,26,33,36,48
LOC105371361,0,1,1,0,0,0,0,0
GCSH,168,286,237,242,200,203,251,306
PKD1L2,96,170,34,45,158,293,133,156
BCO1,1,3,2,2,4,5,3,5
GAN,67,104,91,108,64,61,71,84
MIR4720,1,1,3,1,1,2,1,0
CMIP,425,505,540,625,501,539,555,702
MIR7854,0,0,0,0,0,0,0,0
MIR6504,0,0,0,0,0,0,0,0
LOC105371362,0,0,0,0,0,0,0,0
LOC100129617,1,1,2,2,0,2,3,2
PLCG2,56,38,33,39,12,20,11,8
SDR42E1,3,11,15,19,0,12,9,28
LOC112268169,1,0,0,1,0,1,0,0
HSD17B2,46,6,20,15,40,20,25,21
HSD17B2-AS1,0,0,0,0,0,0,0,0
MPHOSPH6,346,426,437,361,295,305,403,266
LOC101928392,0,0,0,0,0,0,0,0
CDH13,772,761,1501,1171,726,564,1167,564
MIR8058,0,0,0,0,0,0,0,0
LOC101928446,0,0,1,0,0,0,0,0
LOC101928417,0,0,0,0,0,0,0,0
CDH13-AS1,1,1,0,0,0,0,0,0
MIR3182,0,0,0,0,0,0,0,0
LOC105371366,0,0,0,0,0,0,1,0
CDH13-AS2,0,0,1,0,1,0,0,0
HSBP1,1396,2731,2193,2360,1499,1646,1975,1936
MLYCD,297,612,449,753,186,249,365,414
LOC105371372,0,4,6,4,1,2,1,3
LOC105371371,0,4,2,3,5,2,1,2
OSGIN1,166,364,198,311,246,149,294,211
NECAB2,4,2,3,1,0,3,1,4
SLC38A8,0,0,0,0,0,0,0,0
MBTPS1,2974,6343,5023,6955,3784,4461,4751,6368
HSDL1,373,647,517,659,472,470,640,690
DNAAF1,78,74,55,76,61,62,54,69
TAF1C,598,798,668,885,587,701,580,735
ADAD2,0,0,0,0,0,0,0,0
LOC654780,1,0,0,0,0,0,0,0
KCNG4,0,0,0,0,0,0,0,0
WFDC1,218,906,554,484,73,233,104,141
ATP2C2,8,21,13,14,7,7,14,16
ATP2C2-AS1,5,6,8,11,6,6,12,6
MEAK7,389,783,747,859,376,506,520,632
COTL1,2264,3960,4379,3459,1809,2277,2566,3073
LOC105371376,0,4,5,5,1,5,3,5
KLHL36,1635,2888,2312,3370,1668,1591,1796,2406
USP10,845,1520,1370,1502,886,890,1126,1204
LOC105371378,1,0,0,0,0,0,0,1
CRISPLD2,5841,10581,3814,9808,785,1189,984,1164
LOC101928474,2,3,2,7,1,0,2,2
LINC02176,0,0,0,0,0,0,0,0
ZDHHC7,3505,8621,5299,8487,3927,4840,5544,6250
KIAA0513,938,2303,1045,3275,1554,1570,1715,2763
LOC105371380,4,2,6,6,4,3,3,3
CIBAR2,1,5,8,2,1,1,10,1
LOC105371381,1,1,2,3,2,1,4,4
LINC02139,1,1,5,5,3,6,4,3
LOC105371382,2,9,18,24,16,25,17,28
GSE1,637,1094,1798,1277,921,1120,1508,1756
MIR12128,0,0,1,0,0,0,0,0
LINC00311,1,0,0,1,1,0,1,3
LOC107984830,0,7,10,6,8,5,9,5
MIR5093,0,0,0,0,0,0,0,0
LOC101928502,0,0,0,0,0,0,0,1
GINS2,18,27,27,28,31,20,25,35
C16orf74,41,63,65,68,106,109,99,137
MIR1910,0,0,0,0,0,0,0,0
EMC8,396,726,616,716,342,385,451,500
LOC101928557,0,0,0,1,0,0,0,0
COX4I1,3326,5510,5165,5450,3420,4494,5129,4750
IRF8,0,0,0,0,1,0,0,0
MIR6774,0,0,0,0,0,0,0,0
LINC02132,0,0,0,0,0,0,0,0
LOC105371388,0,0,0,0,0,0,0,0
LOC105371389,0,0,0,0,0,0,0,0
LOC105376778,0,0,0,0,0,0,0,0
LINC01082,20,15,53,13,50,16,42,33
LOC101928582,2,2,13,6,4,9,11,10
LINC01081,3,19,13,10,10,20,13,19
LINC02135,1,0,0,1,0,0,0,0
LINC00917,0,0,0,0,0,0,0,0
FENDRR,1232,1346,2355,1448,1679,1385,2643,1924
FOXF1,1761,2485,2952,2377,1600,1669,2522,2106
MTHFSD,210,403,408,355,369,377,455,402
FLJ30679,1,1,2,0,0,2,2,1
FOXC2-AS1,4,8,7,8,5,8,7,7
FOXC2,35,82,80,82,28,53,50,43
FOXL1,549,1016,1042,796,774,490,675,668
LINC02189,0,0,0,0,0,0,0,0
LINC02188,0,0,0,0,0,0,0,0
LOC105371392,0,1,0,0,0,0,0,0
LOC107984819,0,0,0,0,0,0,0,0
LOC105371393,0,7,5,4,1,0,2,0
LINC02181,0,0,0,0,0,0,0,0
LOC105371394,0,0,0,0,0,0,0,1
LOC101928708,0,0,0,1,0,0,0,0
LOC101928682,0,0,0,0,0,0,0,0
C16orf95,40,77,77,76,29,41,49,46
C16orf95-DT,2,4,4,5,7,8,3,4
FBXO31,1167,2040,1377,2278,1186,1405,1434,1899
TRM-CAT6-1,4,0,2,8,0,1,2,2
MAP1LC3B,2832,6491,4609,5734,3437,4008,4506,5031
ZCCHC14,1283,2086,1357,2617,1724,1418,1645,2777
ZCCHC14-DT,1,0,2,1,0,4,0,5
JPH3,2,2,4,0,1,1,1,2
